"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",30,"BEL","Belgium","49.6848",2021,"Restricted or refused access to your geographical location ORLimited access to profile or content on social networking sites or shared online storage","Statbel (Directorate General Statistics - Statistics Belgium)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",30,"BEL","Belgium","74.5357",2023,"Limited access to profile or content on social networking sites or shared online storage","Statbel (Directorate General Statistics - Statistics Belgium)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",34,"BGD","Bangladesh","6.26199",2021,"","Bangladesh Bureau of Statistics (BBS)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",34,"BGD","Bangladesh","4.97179",2023,"","Bangladesh Bureau of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",35,"BHR","Bahrain","52.6974",2020,"estimated based on 2020 residential survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",35,"BHR","Bahrain","70.2507",2023,"Estimated based on 2023 residential survey","TRA bahrain","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",37,"BLR","Belarus","34.4686",2022,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",37,"BLR","Belarus","37.3344",2023,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",37,"BLR","Belarus","37.6328",2024,"in the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",43,"BRN","Brunei Darussalam","27.6887",2018,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",43,"BRN","Brunei Darussalam","70.9139",2022,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",47,"CAN","Canada","49",2022,"","Statistics Canada","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",49,"CHL","Chile","34.178",2023,"","Instituto Nacional de Estadisticas","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",53,"COL","Colombia","12.7415",2022,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",53,"COL","Colombia","15.9527",2023,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",61,"CIV","Côte d'Ivoire","8.69773",2023,"","ARTCI","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",67,"DEU","Germany","25.0749",2021,"","Federal Statistical Office","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",67,"DEU","Germany","57.4912",2023,"","Federal Statistical Office","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",71,"DNK","Denmark","44.7944",2020,"","Statistics Denmark","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",71,"DNK","Denmark","48.2517",2021,"Re.  Changing privacy settings on your device. The wording in the items that is collected: c) Limited access to profile or content on social networking sites or shared onlinestorage","Statistics Denmark","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",71,"DNK","Denmark","52.5069",2023,"","Statistics Denmark","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",72,"DOM","Dominican Rep.","9.61706",2022,"","Oficina Nacional de Estadistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",73,"ESP","Spain","69.9559",2020,"","Instituto Nacional de Estadistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",73,"ESP","Spain","72.1196",2021,"","Instituto Nacional de Estadistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",73,"ESP","Spain","75.9465",2023,"","Instituto Nacional de Estadistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",74,"EGY","Egypt","37.6895",2019,"","Ministry of Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",74,"EGY","Egypt","43.6895",2020,"","Ministry of Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",74,"EGY","Egypt","56.719",2022,"","Ministry of Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",95,"GRC","Greece","66.5241",2021,"Read privacy policy statements before providing personal data or Restricted or refused access to your geographical location or Limited access to profile or content on social networking sites or shared online storage or Refused allowing the use of personal data for advertising purposes or Checked that the website where you provided personal data was secure (e.g. https sites, safety logo or certificate) or changed the settings in your internet browser to prevent or limit cookies on any of your devices. Among internet users having accessed the internet in the A’ quarter of the year","Hellenic Statistical Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",95,"GRC","Greece","66.0334",2023,"Read privacy policy statements before providing personal data or Restricted or refused access to your geographical location or Limited access to profile or content on social networking sites or shared online storage or Refused allowing the use of personal data for advertising purposes or Checked that the website where you provided personal data was secure (e.g. https sites, safety logo or certificate) or changed the settings in your internet browser to prevent or limit cookies on any of your devices. Among internet users having accessed the internet in the A’ quarter of the year","Hellenic Statistical Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",103,"HKG","Hong Kong, China","17.1174",2022,"In last twelve months","Census and Statistics Department","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",103,"HKG","Hong Kong, China","23.0935",2023,"Using a personal computer (i.e. desktop computer, laptop and tablet).","Census and Statistics Department, Hong Kong Special Administrative Region, China","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",107,"HRV","Croatia","34.7505",2021,"","Croatian Bureau of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",107,"HRV","Croatia","42.3009",2023,"","Croatian Bureau of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",115,"IRL","Ireland","47.0003",2020,"","Central Statistics Office","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",116,"IRN","Iran (Islamic Republic of)","1.2382",2021,"","Statistical Centre of Iran","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",117,"IRQ","Iraq","1.41938",2022,"","Central Organization for Statistics And Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",124,"JOR","Jordan","7.0989",2023,"","Ministry of Digital Economy and Entrepreneurship","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",128,"KOR","Korea (Rep. of)","28.9624",2021,"","Ministry of Science and ICT","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",128,"KOR","Korea (Rep. of)","29.0383",2022,"","Ministry of Science and ICT","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",128,"KOR","Korea (Rep. of)","37.4432",2023,"","Ministry of Science and ICT","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",128,"KOR","Korea (Rep. of)","36.8451",2024,"","Ministry of Science and ICT","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",130,"KWT","Kuwait","43.42",2020,"","Communication and Information Technology Regulatory Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",130,"KWT","Kuwait","43.42",2021,"","Communication and Information Technology Regulatory Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",130,"KWT","Kuwait","40.0505",2023,"","Communication and Information Technology Regulatory Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",137,"LSO","Lesotho","3.79102",2019,"","Bureau of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",138,"LTU","Lithuania","27.5247",2019,"Reference period last 12 months.","Statistics Lithuania","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",138,"LTU","Lithuania","30.7026",2021,""," State Data Agency (Statistics Lithuania)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",138,"LTU","Lithuania","36.1294",2023,"","State Data Agency (Statistics Lithuania)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",141,"MAC","Macao, China","33.3695",2021,"","Statistics and Census Service","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",147,"MEX","Mexico","7.52921",2017,"","Instituto Nacional de Estadística y Geografía (INEGI)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",147,"MEX","Mexico","7.65321",2018,"","Instituto Nacional de Estadística y Geografía (INEGI)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",148,"MYS","Malaysia","62.7756",2024,"Changing privacy settings on your devices, accounts or app to limit the sharing of personal data and information (E.g: name, contact information, photos)","Department of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",151,"MLT","Malta","25.8363",2019,"","National Statistics Office","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",155,"MAR","Morocco","22.0026",2020,"","Agence Nationale de Réglementation des Télécommunications","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",155,"MAR","Morocco","23.2568",2021,"","Agence Nationale de Réglementation des Télécommunications (ANRT)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",161,"MWI","Malawi","1.15685",2023,"","National Statistical Office of Malawi","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",170,"NOR","Norway","35",2020,"","Statistics Norway","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",170,"NOR","Norway","44",2021,"","Statistics Norway","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",170,"NOR","Norway","55.6",2023,"","Statistics Norway","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",176,"OMN","Oman","52.3447",2020,"","Ministry of Transport, Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",176,"OMN","Oman","61.4616",2023,"","Ministry of Transport, Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",176,"OMN","Oman","61.4616",2024,"","Ministry of Transport, Communications and Information Technology","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",191,"PRT","Portugal","13.9778",2019,"Variable collected refers to: ""changing the settings of any software, including operating system or security programs""; Scope: individuals aged 16-74 who have used Internet in the last 12 months","Instituto Nacional de Estatistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",191,"PRT","Portugal","17.7589",2021,"","Instituto Nacional de Estatistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",191,"PRT","Portugal","18.4446",2023,"","Instituto Nacional de Estatistica","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",200,"ROU","Romania","18.3036",2023,"","National Institute of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",202,"RUS","Russian Federation","7.14687",2021,"Changing account access settings to increase their security (for example, using security questions, two-step verification when logging in to an account must be confirmed using an SMS code, the use of biometric data such as face recognition or fingerprints) for last 12 months","Federal State Statistics Service of the Russian Federation","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",202,"RUS","Russian Federation","9.67083",2022,"Changing account access settings to increase their security (for example: using security questions, two-step verification when logging into an account must be confirmed using an SMS code, the use of biometric data such as face recognition or fingerprints) in the last 12 months","Federal State Statistics Service of the Russian Federation","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",202,"RUS","Russian Federation","9.62733",2023,"Restricting the use of personal data (for example, changing settings in the application or account to restrict the use of last name, first name, phone number, photos and other information)","Federal State Statistics Service of the Russian Federation","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",202,"RUS","Russian Federation","11.4552",2024,"","Federal State Statistics Service of the Russian Federation","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",214,"SGP","Singapore","73.7349",2021,"","Infocomm Media Development Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
33797,"HHU781l_HHTotalIndividual","Changing privacy settings on your device, account or app",,"%",214,"SGP","Singapore","76.1325",2022,"","Infocomm Media Development Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
