"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",25,"AZE","Azerbaijan","63.84",2021,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",25,"AZE","Azerbaijan","65.2",2022,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",25,"AZE","Azerbaijan","66.08",2023,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","26.1519",2013,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","24.7823",2014,"","Brazilian Internet Steering Committee","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","23.8647",2015,"","Brazilian Internet Steering Committee","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","22.2365",2016,"","Cetic.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","21.4395",2017,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","20.4728",2018,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","21.0899",2019,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","25.4958",2020,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","21.3536",2021,"","","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","29.4682",2022,"The question was changed to include messaging apps besides e-mail messages and the base of respondents was expanded to all Internet users (not only computer users).","","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","31.3331",2023,"","NIC.br","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",27,"BRA","Brazil","28.7056",2024,"","Brazilian Institute of Geography and Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",29,"BDI","Burundi","0.0138251",2014,"Indicateur trouvé à partir de la variable B29e","Institut de Statistiques et d'tudes Economiques","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",29,"BDI","Burundi","1.93125",2017,"","Institut de Statistiques et d'tudes Economiques","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","66.9334",2010,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","70.2703",2011,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","71.8617",2013,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","74.7774",2014,"","Direction Générale Statistique - Statistics Belgium","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","74.9919",2015,"This figure corresponds to the total number of individuals who have ever performed the activity in question.  So, there’s no restriction to the individuals who have performed the activity in the last three months.","Direction Générale Statistique - Statistics Belgium","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",30,"BEL","Belgium","65.9566",2023,"Sending / receiving e-mails","Statbel (Directorate General Statistics - Statistics Belgium)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",34,"BGD","Bangladesh","32.6976",2021,"","Bangladesh Bureau of Statistics (BBS)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",34,"BGD","Bangladesh","35.4982",2023,"","Bangladesh Bureau of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","61",2015,"","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","74",2016,"Estimated based on TRA 2016 Residential consumer survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","79.4103",2017,"Estimated based on TRA 2017 Residential consumer survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","66.5825",2018,"estimated based on 2018 residential survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","66.5375",2019,"","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","81.8421",2020,"estimated based on 2020 residential survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","81.9939",2021,"estimated based on 2021 residential survey","Information and E-Government Authority","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",35,"BHR","Bahrain","86.8734",2023,"Estimated based on 2023 residential survey","TRA bahrain","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","33.9907",2018,"Persons aged 6-72 years; in the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","37.323",2019,"Persons aged 6-72 years; in the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","34.2696",2020,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","32.2303",2021,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","36.2415",2022,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","36.9225",2023,"In the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",37,"BLR","Belarus","86.7895",2024,"in the last 12 months","National Statistical Committee of the Republic of Belarus (Belstat)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",40,"BWA","Botswana","19.9221",2014,"","Statistics Botswana","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",43,"BRN","Brunei Darussalam","70",2016,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",43,"BRN","Brunei Darussalam","59.5348",2018,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",43,"BRN","Brunei Darussalam","56.4835",2019,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",43,"BRN","Brunei Darussalam","96.718",2022,"","Authority for Info-communications Technology Industry of Brunei Darussalam","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",44,"BTN","Bhutan","12.0711",2021,"Sending email with attachment","Ministry of Information and Communication","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",45,"BGR","Bulgaria","32.223",2010,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",45,"BGR","Bulgaria","36.6825",2011,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",45,"BGR","Bulgaria","41.7112",2013,"","Eurostat","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",47,"CAN","Canada","92",2022,"","Statistics Canada","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",48,"KHM","Cambodia","38.1061",2017,"","National Institute of Statistics","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",49,"CHL","Chile","65.0037",2023,"","Instituto Nacional de Estadisticas","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","37.2765",2016,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","37.4259",2017,"Los datos son expandidos con proyecciones de población, elaboradas con base en los resultados del censo 2005. La población objetivo de la encuesta corresponde a las personas de 5 años y más de edad. La pregunta se realiza para aquellas personas que manifestaron usar computador (de escritorio, portátil o tableta).","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","34.5739",2018,"Los datos son expandidos con proyecciones de población, elaboradas con base en los resultados del censo 2005. La población objetivo de la encuesta corresponde a las personas de 5 años y más de edad. La pregunta se realiza para aquellas personas que manifestaron usar computador (de escritorio, portátil o tableta).","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","31.463",2019,"Información preliminar puesto que al momento del diligenciamiento de este cuestionario no ha sido publicados todavía por el DANE. Los datos son expandidos con proyecciones de población, elaboradas con base en los resultados del censo 2005. La población objetivo de la encuesta corresponde a las personas de 5 años y más de edad. La pregunta se realiza para aquellas personas que manifestaron usar computador (de escritorio, portátil o tableta).","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","29.8931",2020,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","27.8929",2021,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","38.9618",2022,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",53,"COL","Colombia","42.1133",2023,"","Departamento Administrativo Nacional de Estadistica (DANE)","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",59,"CPV","Cabo Verde","13.0507",2019,"","INSTITUTO NACIONAL DE ESTATISTICA","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",61,"CIV","Côte d'Ivoire","9.72632",2015,"","ARTCI","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",61,"CIV","Côte d'Ivoire","14.1905",2016,"","ARTCI","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
16700,"HHU781e_HHTotalIndividual","Sending e-mails with attached files",,"%",61,"CIV","Côte d'Ivoire","18.4357",2017,"","ARTCI","Refers to the proportion of individuals with ICT skills, defined as having undertaken certain activities in the last three months, independent of the device(s) used. Individuals can have carried out multiple activities and therefore be considered to possess several ICT skills."
